,Unnamed: 0,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,latitudes,longitudes
69,69,68816355,2017-12-16 00:21:00,3829 W LAWRENCE,5e75e79761019ea5f5bab8de7e88c4afafcbc45be61b8fda6e56b8922c74a27b,IL,PAS,60659.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,17,CPD,FORD,60,120,0.0,60.0,Paid,2018-03-09 00:00:00,DETR,,5195514250,8222,"3800 w lawrence, chicago, il",41.96820993942563,-87.72431343942563
70,70,9192708181,2017-12-16 00:21:00,6511 N GLENWOOD,7ad6acdcb551cd2abb85de1bb52a9517eb37e4c84b05e95bccedff111eb582ce,IL,PAS,601942667.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,0.0,75.0,Paid,2018-01-17 00:00:00,VIOL,,5208758850,1644,"6500 n glenwood, chicago, il",42.00043041294275,-87.66552383370889
71,71,9192713451,2017-12-16 00:21:00,27 S WABASH AV,ef0a190e73d9070b1a5eb608dcb7f0c9ba7254898a0d2b04076395b8883d7547,IL,PAS,600481667.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,MAZD,65,130,0.0,65.0,Paid,2018-01-12 00:00:00,VIOL,,5209811150,1639,"1 s wabash av, chicago, il",41.881381515451004,-87.62610856272077
72,72,9192741846,2017-12-16 00:21:00,154 W HUBBARD,a2ef3b635d6e0f2125c66c4b613bbdbdb4e80a201f31708a4e90751946c0a94c,CA,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HOND,100,200,0.0,100.0,Paid,2017-12-18 00:00:00,,,0,1613,"100 w hubbard, chicago, il",41.89002046378898,-87.6333692514571
73,73,9192680824,2017-12-16 00:21:00,856 W NEWPORT,2f4e66e4cb485496efb683b80cb84d182dfe5c91181316cc242a76264fab6430,IL,PAS,60618.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,JEEP,75,150,0.0,75.0,Paid,2018-01-22 00:00:00,VIOL,,5209918240,1109,"800 w newport, chicago, il",41.944506525967924,-87.65167877699231
74,74,9192665514,2017-12-16 00:22:00,1037 W NEWPORT,4a8793168dd03ded0dacff88feac83c5e07412281b65e82b7a9bb788a2cfd421,IL,PAS,601935038.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,0.0,75.0,Paid,2018-01-11 00:00:00,VIOL,,5210098770,1374,"1000 w newport, chicago, il",41.94441848845881,-87.655689
75,75,68765797,2017-12-16 00:22:00,61 W KINZIE,50a83d3140e1c6a9a8c3f865c6794ed5198b17c300d651de6e850e4634bd1df8,IL,PAS,606472210.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,AUDI,100,200,0.0,100.0,Paid,2018-02-23 00:00:00,DETR,,5202311440,12834,"1 w kinzie, chicago, il",41.88914178794517,-87.63009732799478
76,76,9192741847,2017-12-16 00:22:00,160 W HUBBARD,05de915fee18760e86cf561a7b0461c1d1fbfe458faa9d4af4b67d6a06f415fd,IL,PAS,60402.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,LEXU,100,200,200.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5210026420,1613,"100 w hubbard, chicago, il",41.89006472869923,-87.63337381048292
77,77,9192716844,2017-12-16 00:22:00,166 W HUBBARD ST,49378fcdc86386a3cbf27467b35cece99b2f93e55966ee5e2d867cb515bee2a7,IL,PAS,604062629.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,TOYT,100,200,0.0,100.0,Paid,2018-01-02 00:00:00,VIOL,,5207467530,1627,"100 w hubbard st, chicago, il",41.89006396604601,-87.63357186248024
78,78,68762547,2017-12-16 00:22:00,61 W KINZIE,e8c11b4a2748648cd0dd7fbe6548aaf3f3fd3cef9c146f0bbb3bce1975654a28,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,DODG,100,200,100.0,0.0,Define,2017-12-28 00:00:00,,,0,5137,"1 w kinzie, chicago, il",41.88914178794517,-87.63009732799478
79,79,68990860,2017-12-16 00:23:00,3945 N HARLEM,e419dfc2a280975fd0410211d19ab46036a721c9bbabc68291be109e6f50d8b3,IL,PAS,606342356.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,16,CPD,JEEP,60,120,0.0,60.0,Paid,2018-02-01 00:00:00,VIOL,,5208310640,15469,"3900 n harlem, chicago, il",41.952078199001676,-87.8072130968321
80,80,9192714265,2017-12-16 00:23:00,29 S WABASH AV,5aa2aa08362ffe8c25c4e20ab6a0177c7b97e7889d9c1789de58e9e212476ad7,IL,PAS,601153130.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,MITS,65,130,0.0,65.0,Paid,2017-12-31 00:00:00,VIOL,,5181732020,1529,"1 s wabash av, chicago, il",41.88120345045877,-87.62612465843415
81,81,9192708182,2017-12-16 00:23:00,6517 N GLENWOOD,7dd9e74dad8ed18f7695a8791af30a667555fa045a16e53da25dae0f02984789,IL,PAS,60626.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CADI,75,150,-67.86,250.86,Paid,2018-03-22 00:00:00,FINL,,5122730820,1644,"6500 n glenwood, chicago, il",42.00060262332582,-87.66552721038306
82,82,9192716845,2017-12-16 00:23:00,161 W HUBBARD ST,831fef38f02393cf45968a8f6e14a7f86e94e2b552cfef1833b7aa664782fb9b,IL,PAS,604239519.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HOND,100,200,0.0,100.0,Paid,2018-01-20 00:00:00,VIOL,,5210026460,1627,"100 w hubbard st, chicago, il",41.88991329742219,-87.63312357737286
83,83,68208849,2017-12-16 00:24:00,5230 N LIEB,f4c8565d50e228c2b0c1c6d809f036be0893a0c5fc7fda0dc99dd6163e873ded,IL,PAS,60630.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",16,CPD,HYUN,200,400,488.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5134051860,12209,"5200 n lieb, chicago, il",41.9765620638524,-87.76384637235255
84,84,68765798,2017-12-16 00:25:00,60 W KINZIE,c607207933e28fd327aff58d813be2a9d0865e7db5b8480ca84678111464180c,IL,PAS,606263213.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,VOLK,100,200,100.0,0.0,Define,2017-12-28 00:00:00,,,0,12834,"1 w kinzie, chicago, il",41.88929590155045,-87.63006743947645
85,85,9192741848,2017-12-16 00:25:00,159 W HUBBARD ST,5f186a613cb80927796daebb0791e78aa08d12a288a4a1835d6afad388c6418a,OK,PAS,730121265.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,TOYT,100,200,0.0,200.0,Paid,2018-05-09 00:00:00,FINL,,5209439300,1613,"100 w hubbard st, chicago, il",41.88991371191207,-87.63308212838488
86,86,9192714266,2017-12-16 00:25:00,30 S WABASH AV,ff13b07f092ce62bd1755520ee52e4a5f74845163728b4fabf1ff709aad14e6c,IL,PAS,604292404.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,65,130,0.0,65.0,Paid,2017-12-30 00:00:00,VIOL,,5210026040,1529,"1 s wabash av, chicago, il",41.881358483686135,-87.6262223690631
87,87,68917985,2017-12-16 00:25:00,1214 W 72D PL,dc8e51981a560e7361827e1ada49b2852a3ebd75993dc48db10003d92cc9f345,IL,PAS,606364124.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,7,CPD,CHEV,60,120,120.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5203903820,11559,"1200 w 72d pl, chicago, il",41.763260460470754,-87.65472094463038
88,88,9192724841,2017-12-16 00:26:00,1430 N PAULINA,f056cb717dc9799f8531ffd18913a5aed1e587325d0cb05eb5eed71a7db2c9f9,NH,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,LINC,75,150,0.0,75.0,Paid,2018-01-09 00:00:00,,,0,1623,"1400 n paulina, chicago, il",41.90780607799064,-87.67009537373751
89,89,68812301,2017-12-16 00:27:00,1635 W ALTGELD AVE,bb35c5b559d39373ae67ff695ec91cbbe44c883f0172805c80555339e7bfc4b8,IL,PAS,61614.0,0964100C,BLOCK ACCESS/ALLEY/DRIVEWAY/FIRELANE,19,CPD,LEXU,150,300,0.0,150.0,Paid,2018-04-03 00:00:00,DETR,Liable,5210311640,18796,"1600 w altgeld ave, chicago, il",41.92691848514059,-87.6695715
90,90,67679663,2017-12-16 00:27:00,3 W TERMINAL ST,f46288a162d3e1e61ffba2674c75292cc631c16d904b8f865b8530986367d3f9,IL,PAS,60643.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,50,CPD-Airport,CHRY,100,200,200.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5206861320,4477,"3 w terminal st, chicago, il",41.881928661594664,-87.62773648900834
91,91,9192665515,2017-12-16 00:27:00,1115 W NEWPORT,709b60d3a4ea089db123ae187d279e32fc0474cd54fca070152e26219c234ee9,IL,PAS,606571512.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,MERZ,60,120,0.0,0.0,Dismissed,2018-03-19 00:00:00,VIOL,Not Liable,5190880710,1374,"1100 w newport, chicago, il",41.944400488458825,-87.65735855245542
92,92,9192680825,2017-12-16 00:28:00,836 W NEWPORT,49fa6b9fd3fc2f9379ba012d94fb4e248d3dc2191bd380855cc2dbe748563cb3,IL,IRT,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,DODG,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,1109,"800 w newport, chicago, il",41.944509511541185,-87.65089127699233
93,93,68762548,2017-12-16 00:28:00,106 W KINZIE,0fc46a00b45da472a42d0593d7274eab36184a6296c81d3dbdc2b9f133ec204e,IL,PAS,604677325.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,MERZ,100,200,200.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5210029260,5137,"100 w kinzie, chicago, il",41.889285455610874,-87.63142815006562
94,94,68765799,2017-12-16 00:28:00,102 W KINZIE,8bc08588da15e047af858f857157933bbb3b71d9a0a56667d552f591affc0f47,IL,PAS,60025.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,ACUR,100,200,0.0,100.0,Paid,2018-01-05 00:00:00,,,5207313190,12834,"100 w kinzie, chicago, il",41.88928785556712,-87.6312229538062
95,95,9192713452,2017-12-16 00:28:00,28 S WABASH AV,d963f0eec4f228ac6f52825e7331200efae01713c9e079ea547dd974a5aa38b0,IL,PAS,60664.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,CHEV,65,130,0.0,130.0,Paid,2018-04-01 00:00:00,FINL,,5205950630,1639,"1 s wabash av, chicago, il",41.881364549541246,-87.62619886710108
96,96,9192708183,2017-12-16 00:28:00,6608 N GLENWOOD,9a848aed2968718da1968af481116779e4f9dc63d3375f0222520cac41b8bea5,IL,PAS,60626.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,VOLK,75,150,150.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5209403370,1644,"6600 n glenwood, chicago, il",42.00206639184454,-87.66569237391597
97,97,9192713910,2017-12-16 00:29:00,935 N STATE ST,bc0344776be7576fcc704376f5b8466d3820fe4ab796fbe9617933665f66810e,IL,PAS,604382908.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HYUN,100,200,0.0,100.0,Paid,2018-01-08 00:00:00,VIOL,,5183276520,1631,"900 n state st, chicago, il",41.90008553427779,-87.62825114458434
98,98,9192680826,2017-12-16 00:29:00,836 W NEWPORT,49fa6b9fd3fc2f9379ba012d94fb4e248d3dc2191bd380855cc2dbe748563cb3,IL,IRT,,0976160A,MISSING/NONCOMPLIANT FRONT AND/OR REAR PLATE,502,DOF,DODG,60,120,60.0,0.0,Define,2017-12-18 00:00:00,,,0,1109,"800 w newport, chicago, il",41.944509511541185,-87.65089127699233
99,99,9192724842,2017-12-16 00:30:00,1640 W JULIAN ST,960d513be842a936e6f5ba862110aa80bb3fe690dd88847a6caf2a8d0f889a8f,IL,PAS,606405193.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,HOND,200,400,0.0,200.0,Paid,2018-01-26 00:00:00,VIOL,,5209218550,1623,"1600 w julian st, chicago, il",41.90837152596792,-87.66918008381903
100,100,69023208,2017-12-16 00:31:00,2050 W PIERCE,a38f52d9da0a01f8f06fd40069f5a9a398b27558260554aa82eed47fe14833f7,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,14,CPD,NISS,75,150,0.0,75.0,Paid,2017-12-26 00:00:00,,,0,12881,"2000 w pierce, chicago, il",41.90933946047074,-87.67955202844941
101,101,9192724843,2017-12-16 00:31:00,1640 W JULIAN ST,960d513be842a936e6f5ba862110aa80bb3fe690dd88847a6caf2a8d0f889a8f,IL,PAS,606405193.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HOND,75,150,0.0,75.0,Paid,2018-01-26 00:00:00,VIOL,,5209218550,1623,"1600 w julian st, chicago, il",41.90837152596792,-87.66918008381903
102,102,68928852,2017-12-16 00:31:00,11043 S MILLARD,a8d48570564250957e87a674c34b2728a8c272eef8434ce793f33d0ebd2b5514,IL,PAS,606552505.0,0964090E,RESIDENTIAL PERMIT PARKING,22,CPD,FORD,75,150,0.0,75.0,Paid,2018-01-02 00:00:00,,,0,8725,"11000 s millard, chicago, il",41.69190195589054,-87.71181589176255
103,103,68740090,2017-12-16 00:31:00,8645  STONY ISLAND,d6f5ade359069a26a33847a84c6f06fe8bd9498e47bb9eba27e207126d3d8746,IL,PAS,606434357.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,4,CPD,HYUN,60,120,95.0,25.0,Notice,2018-01-03 00:00:00,FINL,,5180507000,19752,"8600  stony island, chicago, il",41.73744482571417,-87.5851738104764
104,104,9192716846,2017-12-16 00:32:00,165 W HUBBARD ST,4b80e809e9be774325aa02ecce0d7244df9fc6564faee10d7a84a367cb232c0b,CT,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,NISS,100,200,100.0,0.0,Define,2017-12-18 00:00:00,,,0,1627,"100 w hubbard st, chicago, il",41.88991246844243,-87.63320647534883
105,105,68686112,2017-12-16 00:32:00,8231 S COTTAGE GROVE,c61c74282410a6cf1a9ce10459837a7226ed988db3e12c862151742615cd2901,IL,PAS,60649.0,0964100A,WITHIN 15' OF FIRE HYDRANT,6,CPD,CHEV,150,300,300.0,0.0,Notice,2017-12-27 00:00:00,SEIZ,,5207636330,17477,"8200 s cottage grove, chicago, il",41.74484027762863,-87.60499929867824
106,106,69029125,2017-12-16 00:33:00,729 W ROCKFORD ST,98786a7094b11823079302e22308c2ee904c3e5f7308060c67b13cc970959e9f,IL,PAS,606134696.0,0980120B,NO PARK IN PRIVATE LOT,496,Miscellaneous,ACUR,25,50,0.0,25.0,Paid,2018-03-13 00:00:00,VIOL,,5195091070,660,"700 w rockford st, chicago, il",41.68933664875011,-89.34417595256818
107,107,68685631,2017-12-16 00:33:00,8023 S WOOD ST,5c56287420acefdbe122d5174b0a142464dc2728ff7a469276475f01d9614c3c,IL,PAS,606204548.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,6,CPD,NISS,60,120,120.0,0.0,Notice,2017-12-27 00:00:00,SEIZ,,5202029310,15670,"8000 s wood st, chicago, il",41.747768863725554,-87.66817269897301
108,108,9192708184,2017-12-16 00:33:00,6626 N GLENWOOD,c5c41c7ab78bf4882b208ed011194919bbb5b35d75c20fe0f4dad703db5065ed,IL,CUB,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,RROV,75,150,0.0,75.0,Paid,2018-01-17 00:00:00,,,0,1644,"6600 n glenwood, chicago, il",42.002629826533564,-87.66568641038124
109,109,69128138,2017-12-16 00:35:00,6801 N RIDGE,c922e484dfab6a12450ecdc6c1e6417d2b69ab55c6574bf72dcc29ee7df0197e,IL,TXI,60645.0,0964100A,WITHIN 15' OF FIRE HYDRANT,24,CPD,TOYT,150,300,0.0,150.0,Paid,2018-03-07 00:00:00,VIOL,,5178265480,14755,"6800 n ridge, chicago, il",42.00534467222568,-87.68017720159874
110,110,9192741849,2017-12-16 00:35:00,192 W KINZIE ST,3159f4da4a2201077d4924d1e6b6ece88a92fed76f14a38701e1a67f7e8a79fc,IL,PAS,606491207.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,CHEV,100,200,200.0,0.0,Bankruptcy,2018-04-16 00:00:00,SEIZ,,5204110960,1613,"100 w kinzie st, chicago, il",41.88923974550041,-87.63382572387276
111,111,68782229,2017-12-16 00:35:00,700 N ASHLAND,cbe8430b874f600a34e31e79eed2bf8ad48008ee9d76985ace9cad1f01743be7,IL,PAS,60609.0,0976050B,TWO HEAD LAMPS REQUIRED VISIBLE 1000',145,CPD-Other,CHEV,25,50,50.0,0.0,Notice,2018-01-03 00:00:00,FINL,,5205711650,8535,"700 n ashland, chicago, il",41.894395826533554,-87.66728639927274
112,112,9192665516,2017-12-16 00:35:00,1110 W CORNELIA,43ef8c8e94fa32c91985bb88b64ff3e72827b4829c5da782d95725c179e43b0d,IL,PAS,606103195.0,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,502,DOF,SUBA,60,120,0.0,60.0,Paid,2018-01-08 00:00:00,VIOL,,5203307300,1374,"1100 w cornelia, chicago, il",41.94540767196237,-87.65719381014173
113,113,69559267,2017-12-16 00:35:00,2356 S PRINCETON,08c91125968c981e558128abd31e30ebcbca449c9f857fe07a5f325a0c807eae,IL,PAS,60608.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,9,CPD,VOLV,75,150,0.0,75.0,Paid,2018-01-04 00:00:00,,,5209677870,15829,"2300 s princeton, chicago, il",41.84962529569858,-87.63478529569856
114,114,68861827,2017-12-16 00:35:00,790 W WILSON,58cdc35cdd2c1f6039a2277aef1a20d5fa90d0983bd88b5263f31852b1e3e6e0,IL,PAS,606406166.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,145,CPD-Other,NISS,75,150,0.0,75.0,Paid,2018-02-24 00:00:00,DETR,,5206511130,6415,"700 w wilson, chicago, il",41.96556505718877,-87.64979408480123
115,115,9192716847,2017-12-16 00:36:00,162 W KINZIE ST,c9586d03e06fe4cf2fb9f59717e8300a82c6ef76749037b0620071e1bd7de2c9,IL,PAS,607141943.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,NISS,100,200,0.0,100.0,Paid,2017-12-21 00:00:00,,,5194982640,1627,"100 w kinzie st, chicago, il",41.88919953375818,-87.633549
116,116,68851345,2017-12-16 00:36:00,6020 S ST LAWRENCE,0a849c6ddc498ee1ecbc1467d23b4faa777f52e614dfe100eee2f6e7a4ed6430,IL,PAS,60637.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",3,CPD,CHEV,200,400,400.0,0.0,Notice,2017-12-27 00:00:00,FINL,,5210200340,11461,"6000 s st lawrence, chicago, il",41.785083000000014,-87.61092485209744
117,117,9192741850,2017-12-16 00:37:00,166 W KINZIE ST,9b01965c3fd6d3b77681449258f29526307429a958578eba57442d0ebac302ea,IL,PAS,606414430.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HOND,100,200,0.0,100.0,Paid,2018-01-12 00:00:00,VIOL,,5210029240,1613,"100 w kinzie st, chicago, il",41.88924496505927,-87.63342425836625
118,118,68743204,2017-12-16 00:37:00,8950 S STONY ISLAND,fe867b22d23d677a6cebcc07db8dabbcbcb13ee269038c9bd3c0adc35d9b7840,IL,PAS,606196530.0,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,4,CPD,CHRY,100,200,200.0,0.0,Bankruptcy,2018-04-12 00:00:00,SEIZ,,5210310930,18245,"8900 s stony island, chicago, il",41.73174013627445,-87.58556876106503
119,119,69023209,2017-12-16 00:38:00,2022 W PIERCE,ad53ffc15031a62ebf7bccacff16306c8d658b2e39f37f1dc98a299cbacf30b5,IL,PAS,60445.0,0964090E,RESIDENTIAL PERMIT PARKING,14,CPD,CHRY,75,150,150.0,0.0,Notice,2017-12-27 00:00:00,FINL,,5210200620,12881,"2000 w pierce, chicago, il",41.909401427343376,-87.67837208509707
120,120,68918943,2017-12-16 00:39:00,5731 S MAY ST,f088d07bc91a9990fbd53669e21f3426180e40e772b601ef1ffb3af2affe24a0,IL,TMP,60653.0,0976210B,WINDOWS MISSING OR CRACKED BEYOND 6,7,CPD,BUIC,25,50,50.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5210313260,16077,"5700 s may st, chicago, il",41.78995329344578,-87.65348131700344
121,121,68918945,2017-12-16 00:39:00,573 S MAY ST,f088d07bc91a9990fbd53669e21f3426180e40e772b601ef1ffb3af2affe24a0,IL,TMP,60653.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",7,CPD,BUIC,200,400,400.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5210313260,16077,"500 s may st, chicago, il",41.80599472715006,-87.65397034278003
122,122,68918944,2017-12-16 00:39:00,5731 S MAY ST,f088d07bc91a9990fbd53669e21f3426180e40e772b601ef1ffb3af2affe24a0,IL,TMP,60653.0,0940220,NO OPERATOR SIGNAL,7,CPD,BUIC,25,50,50.0,0.0,Notice,2018-01-03 00:00:00,SEIZ,,5210313260,16077,"5700 s may st, chicago, il",41.78995329344578,-87.65348131700344
123,123,9192716848,2017-12-16 00:40:00,168 W KINZIE ST,4a8f7eb872cb249b423b4aecb4f104db7d211099e1417adeab3255d51396b56a,IL,PAS,605173420.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,HOND,100,200,0.0,100.0,Paid,2017-12-21 00:00:00,,,5210026470,1627,"100 w kinzie st, chicago, il",41.88924496505927,-87.63343815501975
124,124,9192708185,2017-12-16 00:40:00,6725 N GLENWOOD,542e97bf66281489f6e647eb47b9ca09d3fd8323257ff6d540f4728140220bd8,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,502,DOF,NISS,75,150,0.0,75.0,Paid,2017-12-19 00:00:00,,,0,1644,"6700 n glenwood, chicago, il",42.0045946677131,-87.66565687585711
125,125,9192741851,2017-12-16 00:40:00,148 W KINZIE,01a3ad1e41d509eaa56ddb2b18fd5128c358b83269407cbcdf298a4ca6a5397f,IL,PAS,60618.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,JEEP,100,200,0.0,100.0,Paid,2018-01-05 00:00:00,VIOL,,5210029250,1613,"100 w kinzie, chicago, il",41.889251623690036,-87.63294949924982
126,126,9192741852,2017-12-16 00:41:00,142 W KINZIE,9fb9e10693055c95345169cff666bc964ddf0c4f03fee7b3c443f619e8f94346,IL,PAS,606293631.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,GMC,100,200,0.0,100.0,Paid,2018-01-23 00:00:00,VIOL,,5209084290,1613,"100 w kinzie, chicago, il",41.88925619940214,-87.63278477361386
127,127,69269436,2017-12-16 00:41:00,759 W MAXWELL,239996cbc7553ed09925f9f9a0db6b22db76878e712998aa96ece9147230860f,IL,PAS,60644.0,0964150B,PARKING/STANDING PROHIBITED ANYTIME,496,Miscellaneous,FORD,75,150,150.0,0.0,Notice,2018-01-24 00:00:00,SEIZ,,5203834270,756,"700 w maxwell, chicago, il",41.86470485380747,-87.64636256771894
128,128,68656079,2017-12-16 00:42:00,2216 S PULASKI,cb4e9602ae61b841582532e4087f723ae7a90b3ea3cfd5697af2df891505b229,IL,PAS,606513231.0,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,10,CPD,CHEV,100,200,0.0,100.0,Paid,2018-03-09 00:00:00,DETR,,5146810410,18549,"2200 s pulaski, chicago, il",41.85097274278323,-87.72480373164395
129,129,9192713251,2017-12-16 00:42:00,860 W ROSCOE,9ab8d437975e7437cf03c30ba92055164026a43a2f6b2c6f2b1e47103a2a87c8,IL,PAS,60639.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,FORD,75,150,183.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5198597040,1462,"800 w roscoe, chicago, il",41.943672788585445,-87.65109542799713
130,130,9192713252,2017-12-16 00:43:00,860 W ROSCOE,9ab8d437975e7437cf03c30ba92055164026a43a2f6b2c6f2b1e47103a2a87c8,IL,PAS,60639.0,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,FORD,200,400,488.0,0.0,Notice,2017-12-21 00:00:00,SEIZ,,5198597040,1462,"800 w roscoe, chicago, il",41.943672788585445,-87.65109542799713
131,131,9192708186,2017-12-16 00:43:00,6751 N GLENWOOD,2c37a17aca0babcadf1ef2aa6766f377a9252e3c328555006bdbba0f4eb0a799,IL,PAS,604452242.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,CHEV,75,150,150.0,0.0,Notice,2017-12-21 00:00:00,FINL,,5210024270,1644,"6700 n glenwood, chicago, il",42.00486293858532,-87.66566681181533
132,132,9192714116,2017-12-16 00:43:00,6757 N GLENWOOD,2f8825650a6e8256b7671c28aa49a16463639e64d44de87ddf84897f470b37e1,IL,PAS,606264336.0,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,SUBA,75,150,0.0,75.0,Paid,2017-12-27 00:00:00,VIOL,,5210025870,1125,"6700 n glenwood, chicago, il",42.00492484724814,-87.66566910472878
133,133,68674017,2017-12-16 00:44:00,8533 S ST LAWRENCE,a0e32e141c8a331d2762726d84f3735b03e7d0b281fd31d52a6e7420322f9747,IN,TMP,,0976160B,EXPIRED PLATE OR TEMPORARY REGISTRATION,6,CPD,BMW,60,120,60.0,0.0,Define,2017-12-22 00:00:00,,,0,14364,"8500 s st lawrence, chicago, il",41.73921958673321,-87.60970164790255
134,134,9192716849,2017-12-16 00:44:00,110 W KINZIE ST,518fd20046eeeaba639b9f9be36c02c086d7ed175df78a8e70f4eb5124750800,IL,PAS,606172917.0,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,NISS,100,200,0.0,100.0,Paid,2018-02-01 00:00:00,DETR,,5210103090,1627,"100 w kinzie st, chicago, il",41.88928305565462,-87.63163334632505
135,135,68782230,2017-12-16 00:45:00,100 S ASHLAND,a522792bd79ebf899d5c13dca9a038102089823740d59f8782796b8acf23dada,IL,PAS,606382829.0,0976050B,TWO HEAD LAMPS REQUIRED VISIBLE 1000',145,CPD-Other,GMC,25,50,0.0,25.0,Paid,2018-02-23 00:00:00,DETR,,5181651460,8535,"100 s ashland, chicago, il",41.87915904662705,-87.66677478660026
136,136,9192713453,2017-12-16 00:46:00,35 W LAKE ST,03df7b26bfe463944a72df1d2229b910606a554959e5ff60593268e6674cc203,IL,PAS,60612.0,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,KIA,65,130,0.0,65.0,Paid,2018-02-23 00:00:00,DETR,,5206197830,1639,"1 w lake st, chicago, il",41.885677614298395,-87.62882997483369
137,137,68791909,2017-12-16 00:47:00,7429 S PHILLIPS AVE,e371f5c88c3a8fb9359d257b22652c2774be6c764ae94b3c46e82f0b35ef7a66,IL,PAS,606191436.0,0964100A,WITHIN 15' OF FIRE HYDRANT,212,CPD-Other,CHEV,150,300,300.0,0.0,Notice,2018-01-24 00:00:00,SEIZ,,5190635080,17367,"7400 s phillips ave, chicago, il",41.76000307560962,-87.56471617123184
